id,backers_count,category,pledged,state,blurb_length,goal_in_usd,campaign_duration,sub_category
596,3,technology,111,0,20,5000,30,web
597,7,technology,87,0,17,3293.63,45,web
598,10,technology,1149.29,1,17,317.4,21,web
599,331,technology,27441,1,19,389,30,web
600,1,technology,1,0,16,7500,30,web
601,2,technology,2,0,23,35000,45,web
602,7,technology,35,0,16,40406.21,30,web
603,16,technology,408,0,17,18190.87,30,web
604,1,technology,1,0,21,62432.29,35,web
605,2,technology,51.32,0,16,3746.79,30,web
606,0,technology,0,0,21,10000,60,web
607,45,technology,21615,1,13,20000,59,web
608,2,technology,51,0,19,25000,30,web
609,1,technology,1,0,7,80000,45,web
610,1,technology,1,0,21,25925.88,30,web
611,5,technology,90,0,19,13500,35,web
612,1,technology,10,0,18,15000,29,web
613,4,technology,4,0,19,30000,30,web
614,1,technology,1,0,18,15000,30,web
615,15,technology,575,0,15,192000,32,web
616,1,technology,1.29,0,15,20552.75,30,web
617,1,technology,1,0,16,19415.99,28,web
618,1,technology,18.8,0,14,42342.61,40,web
619,7,technology,200,1,17,200,22,web
620,2,technology,6,0,25,3000,60,web
621,0,technology,0,0,22,18000,60,web
622,27,technology,1375,0,17,2232.89,31,web
623,0,technology,0,0,18,90000,43,web
624,3,technology,52,0,5,13000,60,web
625,6,technology,80,0,14,210,30,web
626,2,technology,11,0,20,3600,30,web
627,6,technology,6758.8,0,21,51059.9,60,web
628,46,crafts,80118.8,1,17,3403.01,43,weaving
629,114,crafts,10511,1,23,7000,30,weaving
630,5,crafts,110,0,23,4733.4,40,weaving
631,150,crafts,358646.63,1,16,15700.85,45,weaving
632,58,crafts,5222,1,8,6653.49,30,weaving
633,539,crafts,80633.93,1,19,55202.26,14,weaving
634,1,crafts,150,0,21,3590.88,30,weaving
635,78,crafts,4212,1,18,730.08,30,weaving
636,41,crafts,2445.29,1,23,1001.03,47,weaving
637,0,crafts,0,0,19,1000,30,weaving
639,4,crafts,175,1,22,113.93,31,weaving
640,156,crafts,17232,1,21,15800,30,weaving
641,2,crafts,990,1,8,300,30,weaving
642,28,crafts,518,1,9,592.83,30,weaving
643,22,technology,2960,0,23,9999,30,wearables
644,273,technology,190450.7,1,18,50000,31,wearables
645,273,technology,23026.31,1,20,20000,30,wearables
646,19,technology,975,0,22,3747.18,30,wearables
647,174,technology,12925.2,0,9,50000,45,wearables
648,18,technology,773,0,19,15000,30,wearables
649,529,technology,15361,1,23,8000,49,wearables
650,2,technology,13,0,6,370,20,wearables
651,23,technology,47755.71,0,12,26069.08,30,wearables
652,323,technology,51149,0,18,50000,59,wearables
653,96,technology,28986.16,0,20,35000,35,wearables
654,71,technology,22036,1,24,23231.02,30,wearables
655,16,technology,1264,1,5,1215,35,wearables
656,235,technology,26848,1,19,27921.26,46,wearables
657,405,technology,48627,1,20,5000,30,wearables
658,802,technology,151193.1,1,9,25000,37,wearables
659,49,technology,11046,1,10,10000,32,wearables
660,4,technology,160,1,20,1.12,30,wearables
661,23,technology,2787,0,22,12984.25,30,wearables
662,2,technology,101,1,22,73.75,15,wearables
663,12,technology,822,0,16,10000,60,wearables
664,12,technology,533,0,24,115000,30,wearables
665,204,technology,16936,1,25,15000,45,wearables
666,3,technology,33,0,22,1000,45,wearables
667,118,technology,8370,0,21,80000,30,wearables
668,563,technology,161413,1,11,10515.72,30,wearables
669,9,technology,1160,0,13,20000,31,wearables
670,6,technology,240,0,15,8838.25,30,wearables
671,12,technology,230,0,12,15000,30,wearables
672,3,technology,3,0,23,15000,30,wearables
673,207,technology,25069,1,13,4000,38,wearables
674,112,technology,17705,1,22,5000,30,wearables
675,28,technology,7459,0,20,5000,60,wearables
676,7,technology,250,0,25,2500,29,wearables
677,205,technology,123561.2,1,21,3826.16,39,wearables
678,6,technology,57,0,9,10000,30,wearables
679,3,technology,9,0,4,8000,33,wearables
680,25,technology,7347,0,22,40000,60,wearables
681,278,technology,41229,1,21,25000,30,wearables
682,90,technology,8632,0,20,25000,28,wearables
683,206,technology,114412,1,15,6387.2,30,wearables
684,1,technology,45,0,22,50000,30,wearables
685,316,technology,71505,0,17,100000,31,wearables
686,44,technology,14714,0,25,171084.06,38,wearables
687,51,technology,3167.99,0,21,30000,30,wearables
688,3,technology,280,0,20,50000,30,wearables
689,2,technology,16,0,24,10500,30,wearables
690,27,technology,17768.29,0,21,38841.5,30,wearables
691,12,technology,2615,0,21,18346.41,59,wearables
692,363,technology,42180,1,22,10000,35,wearables
693,1,technology,1,0,22,75000,35,wearables
694,738,technology,113865,1,23,12259.67,60,wearables
695,0,technology,0,0,17,50000,40,wearables
696,30,technology,4690,1,17,5268.2,29,wearables
697,670,technology,132776.52,0,19,337489.52,45,wearables
698,237,technology,5574,1,13,2000,30,wearables
699,34,technology,49448.71,0,14,27111.77,28,wearables
700,130,technology,14001,0,18,59177.27,35,wearables
701,78,technology,24847,1,19,20000,30,wearables
702,7,technology,1089,1,23,600,60,wearables
703,124,technology,5610,1,9,3554.2,35,wearables
704,166,technology,101708,1,20,15000,60,wearables
705,23,technology,1888,0,19,32789.32,30,wearables
706,942,technology,123817.49,1,21,90000,40,wearables
707,10,technology,1590,0,16,24034.21,30,wearables
708,552,technology,20072,1,8,10000,44,wearables
709,5,technology,250,0,23,50000,30,wearables
710,7,technology,1113,0,21,79173.33,50,wearables
711,165,technology,17752,0,24,200000,30,wearables
712,62,technology,4828,0,21,65000,45,wearables
713,180,technology,27927,1,21,22456.19,40,wearables
714,13,technology,1985,0,14,79000,60,wearables
715,1,technology,20,0,13,2000,30,wearables
716,26,technology,2171,0,17,5000,30,wearables
717,45,technology,6925,0,17,20000,30,wearables
718,6,technology,29,0,16,5000,21,wearables
719,2,technology,21,0,11,10000,30,wearables
720,338,technology,33791,0,25,106366,40,wearables
721,117,technology,24028,0,19,45258.6,30,wearables
722,95,technology,20552,0,10,25000,30,wearables
723,476,technology,35834,1,13,11332.12,36,wearables
724,249,technology,26903.9,1,11,25000,60,wearables
725,9,technology,377,0,9,35000,35,wearables
726,0,technology,0,0,24,176710.16,30,wearables
727,43,technology,4061,0,11,10000,31,wearables
728,53,technology,11601,0,15,20000,30,wearables
729,2,technology,75,0,22,26825.41,60,wearables
730,5,technology,50,0,24,2500,30,wearables
731,0,technology,0,0,16,20000,30,wearables
732,44,technology,3548,0,15,24000,45,wearables
733,56,technology,4793,0,22,50000,31,wearables
734,178,technology,65358,0,17,38464.92,33,wearables
735,4,technology,11,0,18,88888,30,wearables
736,2,technology,1208.71,0,11,9931.98,45,wearables
737,5629,technology,382341.24,1,13,11944.04,55,wearables
738,0,technology,0,0,23,106366,42,wearables
739,1,art,1,0,10,3000,48,video art
740,12,art,1505,1,20,1500,30,video art
741,4,art,101,0,20,1000,30,video art
742,2,art,14.32,0,22,2889.76,34,video art
743,7,art,620,0,2,10000,30,video art
744,11,art,341,0,21,22170.49,60,video art
745,80,art,9164,1,17,7500,30,video art
746,3,art,10.66,0,25,73.79,33,video art
747,58,art,3927,1,18,3800,25,video art
748,74,art,1905,0,25,15000,30,video art
749,4,art,76,0,21,500,30,video art
750,1,art,27,0,22,2000,60,video art
751,59,art,1550,1,17,1987.77,30,video art
752,9,art,1725,0,7,8000,25,video art
753,0,art,0,0,8,272027.12,30,video art
754,2,art,21,0,23,1500,30,video art
755,1,art,18.8,0,7,1030.28,60,video art
756,51,art,2600,1,7,1000,59,video art
757,1,art,1,1,9,1,6,video art
758,1,art,25,0,20,5000,60,video art
759,341,art,48956,1,13,48000,29,video art
760,3,art,38.8,0,17,2358.65,45,video art
761,2,art,101,0,5,3713.27,44,video art
762,5,art,120,0,24,500,30,video art
763,9,art,2066.8,0,17,1555.46,40,video art
764,0,art,0,0,22,5000,30,video art
765,6,art,510,1,28,507,30,video art
766,3,art,311,0,21,3000,30,video art
767,843,food,26884,1,14,7500,31,vegan
768,116,food,8155.29,1,7,5664.25,45,vegan
769,155,food,11065,1,26,10000,30,vegan
770,65,food,6383,1,23,6000,21,vegan
771,659,food,9056.89,1,10,6259.78,30,vegan
772,152,food,8640,1,16,9026.61,14,vegan
773,125,food,8056.56,1,10,7300,30,vegan
774,316,design,9416.01,1,7,2393.16,60,typography
775,386,design,5431.5,0,9,29982.27,60,typography
776,2,design,60,0,12,27319.42,30,typography
777,265,design,4279,1,18,322.51,61,typography
778,362,design,9747.12,1,23,5000,28,typography
779,280,design,13789,1,9,11555.1,31,typography
780,2,design,40,0,24,499,24,typography
781,99,design,8721,0,18,16000,30,typography
782,16,design,610,1,10,75,7,typography
783,57,design,3955,1,15,3800,21,typography
784,26,publishing,732,0,22,2797.33,30,translations
785,2,publishing,30,0,18,29798.05,30,translations
786,1,publishing,1,0,11,9014.96,17,translations
787,52,publishing,50016.34,1,18,6179.93,45,translations
788,281,publishing,15427,1,23,17835.74,14,translations
789,52,design,955,1,11,250,13,toys
790,107,design,36825,0,22,55000,30,toys
791,175,design,9825,1,12,7000,21,toys
792,566,design,203466,1,20,40000,34,toys
793,103,design,7840,1,15,3500,30,toys
794,4,design,53,0,23,6516.88,30,toys
795,7,design,115,0,5,20000,30,toys
796,73,design,4068,0,6,20000,60,toys
797,27,design,2152,0,18,15000,30,toys
798,3,design,2818.8,0,11,959.6,30,toys
799,2,design,2,0,15,12708.4,24,toys
800,2,design,319,0,12,773.77,30,toys
801,282,design,14341,1,15,2000,30,toys
802,2,design,101,0,9,86500,30,toys
803,74,design,9058.29,1,15,6367.25,30,toys
804,75,design,2920,0,19,5134.98,30,toys
805,498,design,79048,1,22,25000,31,toys
806,13,design,243,0,19,592.37,60,toys
807,57,design,8996.79,1,20,6391.41,31,toys
808,76,design,5567,1,19,2947.57,28,toys
809,106,design,4905,1,9,3500,22,toys
810,46,design,7526,1,11,6886.11,30,toys
811,1870,design,136888,1,9,10000,30,toys
812,24,film & video,2948,1,12,1600,34,thrillers
813,4,film & video,1508,1,11,1500,60,thrillers
814,40,film & video,2231.95,1,14,2609.8,20,thrillers
815,12,film & video,540,0,14,5000,21,thrillers
816,23,film & video,1295,0,23,10000,30,thrillers
817,5,film & video,59,0,15,1954.95,29,thrillers
818,30,film & video,1556.59,0,17,50000,40,thrillers
819,11,film & video,735,0,20,5000,30,thrillers
820,142,film & video,17680,1,3,15000,32,thrillers
821,148,film & video,10077,1,18,7800,36,thrillers
822,37,film & video,2261,0,8,10000,30,thrillers
823,4,film & video,54,0,24,20000,60,thrillers
824,1,film & video,50,0,20,4814.8,30,thrillers
825,66,film & video,10671,1,25,10000,30,thrillers
826,0,film & video,0,0,20,250000,60,thrillers
827,2,film & video,56,0,22,12698.98,60,thrillers
828,4,film & video,85,0,17,15000,30,thrillers
829,1,film & video,10,0,22,5347.8,30,thrillers
830,50,film & video,5000,1,25,4252.23,36,thrillers
831,6,film & video,102,0,10,200000,60,thrillers
832,1,film & video,10,0,16,3000,30,thrillers
833,0,film & video,0,0,21,701.16,43,thrillers
834,79,film & video,17700,1,25,17000,37,thrillers
835,20,film & video,343,1,21,169.97,30,thrillers
836,12,film & video,9368.8,0,14,1240,30,thrillers
837,24,film & video,770,1,18,623.95,30,thrillers
838,4,film & video,165,0,19,185000,45,thrillers
839,1,film & video,5,0,19,225.24,30,thrillers
840,2,film & video,150,0,6,1500,30,thrillers
841,82,film & video,6045,1,5,8061.77,46,thrillers
842,1,film & video,1,0,16,11202.84,60,thrillers
843,0,film & video,0,0,24,2000,23,thrillers
845,14,film & video,450,1,24,496.5,60,thrillers
846,80,film & video,3055,1,16,3781.16,30,thrillers
847,1,film & video,18.8,0,21,5026.34,42,thrillers
848,20,film & video,655.31,0,22,1865.71,30,thrillers
849,45,film & video,3593.99,1,19,3500,26,thrillers
850,3,film & video,27,0,14,10000,60,thrillers
851,20,film & video,5850,1,25,643.54,13,thrillers
852,3,film & video,7,0,27,5000,37,thrillers
853,2,film & video,26,0,28,7101.02,17,thrillers
854,1,film & video,25,0,29,1986.96,30,thrillers
855,6,film & video,375,0,4,100000,30,thrillers
856,2,film & video,36,0,20,75000,30,thrillers
857,42,film & video,4065,1,3,4000,30,thrillers
858,7,film & video,485,0,24,15000,30,thrillers
859,2,film & video,37,0,10,743.4,30,thrillers
860,0,film & video,0,0,21,110992.84,45,thrillers
861,5,film & video,345,0,23,30000,30,thrillers
862,4,film & video,100,0,18,3360.66,30,thrillers
863,3,film & video,40,0,18,739.92,14,thrillers
864,71,film & video,5044,1,23,5000,30,thrillers
865,4,film & video,170,0,11,2808.14,60,thrillers
866,0,film & video,0,0,24,13034.47,60,thrillers
867,4,film & video,215,0,17,500,30,thrillers
868,13,film & video,1168,0,20,3400,34,thrillers
869,93,film & video,11102,1,19,13228.51,14,thrillers
870,3,film & video,190,0,23,7000,48,thrillers
871,1,film & video,1,0,22,19687.62,45,thrillers
872,40,film & video,1820,1,24,1700,30,thrillers
873,2009,film & video,193554,1,23,150000,29,thrillers
874,1,film & video,20,0,21,7019.64,30,thrillers
875,0,film & video,0,0,27,1500,30,thrillers
876,276,art,35817,1,13,35000,38,textiles
877,46,art,3726.3,1,13,3500,40,textiles
878,92,art,3441.82,1,20,4278.48,40,textiles
879,640,art,33179,1,8,10000,30,textiles
880,0,art,0,0,6,200,30,textiles
881,10,art,4480,0,18,967.71,32,textiles
882,0,art,0,0,7,500,33,textiles
883,15,art,1642.29,1,3,760,14,textiles
884,43,art,4179,1,25,2313.09,30,textiles
885,577,art,31302,1,8,6600,30,textiles
886,118,art,4285,1,10,500,15,textiles
887,2,art,28.8,0,11,2603.33,25,textiles
888,161,art,7080,1,29,6500,30,textiles
889,3,art,27,0,7,350,20,textiles
890,1,art,3,0,18,10000,30,textiles
891,1,art,16,0,20,50000,30,textiles
892,1,art,1,0,23,20000,30,textiles
893,16,art,497,0,19,1200,30,textiles
894,0,art,0,0,18,14800,35,textiles
895,4,art,68.32,0,24,2238.56,35,textiles
896,45,art,2000,1,20,800,30,textiles
897,11,art,488.51,0,23,10000,32,textiles
898,44,art,1395,1,14,700,27,textiles
899,1,art,125,0,16,7385.56,30,textiles
900,3,art,64,0,16,1432.94,28,textiles
901,94,art,5475.32,0,4,14866.74,47,textiles
902,7,art,87,0,23,170,30,textiles
903,39,art,4493,1,24,4696.65,30,textiles
904,7,art,53,0,20,500,30,textiles
905,1,art,1,0,11,2400,28,textiles
906,1,art,1.32,0,17,5785.61,29,textiles
907,12,art,369,0,16,8692.35,30,textiles
908,7,art,323,0,24,12000,45,textiles
909,0,art,0,0,10,1000,60,textiles
910,0,art,0,0,22,850,44,textiles
911,15,art,400,1,6,344.36,27,textiles
912,34,art,2045,0,8,6500,30,textiles
913,125,art,6666,1,10,1550,29,textiles
914,0,art,0,0,25,2241.41,30,textiles
915,8,art,305,1,23,339.06,30,textiles
916,0,art,0,0,24,30000,60,textiles
917,6,art,53,0,10,430.07,21,textiles
918,30,art,1325,1,20,700,31,textiles
919,1,art,1,0,12,40000,30,textiles
920,2,art,150,0,13,5000,30,textiles
921,4,art,58,0,20,6715,30,textiles
922,31,art,787,1,2,650,25,textiles
923,74,art,2044,1,22,1120.9,30,textiles
924,4,art,80,0,24,223929.67,36,textiles
925,23,art,339.32,1,8,106.47,60,textiles
926,23,film & video,2370,1,26,2000,27,television
927,64,film & video,3259,0,21,11837.28,60,television
928,1,film & video,10,0,23,2693472.11,30,television
929,3,film & video,111,0,4,5000,30,television
930,8,film & video,1012,0,24,15000,42,television
931,2,film & video,11,0,22,150000,30,television
932,118,film & video,13421.17,1,24,20036.43,20,television
933,0,film & video,0,0,25,250000,60,television
934,2,film & video,60,0,22,30000,39,television
935,0,film & video,0,0,18,12500,34,television
936,3,film & video,303,0,20,2500,10,television
937,1,film & video,550,0,19,3632.31,30,television
938,13,film & video,2651,1,19,2500,30,television
939,27,film & video,520,0,10,1000000,30,television
940,163,film & video,15673.37,1,21,15000,21,television
941,0,film & video,0,0,2,500000,60,television
942,5,film & video,9,0,23,495859.57,30,television
943,4,film & video,81,0,21,60000,30,television
944,0,film & video,0,0,22,35000,30,television
945,2,film & video,2,0,23,195000,30,television
946,1,film & video,50,0,21,20000,30,television
947,1,film & video,1,0,14,150000,30,television
948,1,film & video,1,0,12,350000,15,television
949,0,film & video,0,0,20,2350000,60,television
950,0,film & video,0,0,23,22000,56,television
951,0,film & video,0,0,22,140.05,25,television
952,1,film & video,110,0,24,25000,30,television
953,73,film & video,10915,1,22,10000,45,television
954,0,film & video,0,0,23,60331.38,30,television
955,4,film & video,160,0,21,13334.56,27,television
956,2,film & video,15,0,9,15266.57,60,television
957,150,film & video,22345,1,19,15819.54,30,television
958,7,film & video,244,0,13,52000,45,television
959,0,film & video,0,0,25,1500,30,television
960,1,film & video,15,0,25,500000,15,television
961,57,film & video,10175,1,23,10000,45,television
962,18,film & video,1525,0,24,10000,30,television
963,0,film & video,0,0,16,100000,30,television
964,5,film & video,146,0,17,60000,60,television
965,1,film & video,100,0,21,6124.79,60,television
966,18,film & video,1382,0,9,68000,35,television
967,155,film & video,14023,1,18,10000,29,television
968,0,film & video,0,0,22,20000,60,television
969,16,film & video,555,0,15,10000,30,television
970,149,film & video,17465,1,25,15000,33,television
971,0,film & video,0,0,21,500,30,television
972,0,film & video,0,0,18,18031.51,20,television
973,2,film & video,16,0,19,10000,30,television
974,1,film & video,50,0,11,12000,30,television
975,18,film & video,1997,0,21,108068.46,37,television
976,1,film & video,100,0,17,30000,30,television
977,1,film & video,50,0,18,100000,30,television
978,117,film & video,3700,1,24,5123.69,30,television
979,0,film & video,0,0,27,100000,11,television
980,32,film & video,2550,0,10,50000,30,television
981,12,film & video,1178.02,0,21,29401.21,45,television
982,0,film & video,0,0,20,65000,30,television
983,1,film & video,50,0,23,75000,31,television
984,75,film & video,10291,1,20,10000,30,television
985,0,film & video,0,0,22,30000,60,television
986,2,film & video,50,0,23,50000,30,television
987,2,film & video,36,0,20,6000,60,television
988,1,film & video,1,0,22,10000,30,television
989,3,film & video,120,0,22,1725653.99,60,television
990,6,film & video,117,0,22,5000,30,television
991,0,film & video,0,0,27,1799,29,television
992,14,film & video,970,0,17,10000,13,television
993,3,film & video,12.29,0,19,7335.05,30,television
994,4,film & video,130,0,23,61060,21,television
995,1,film & video,66,0,18,50000,30,television
996,11,film & video,199,0,23,125000,30,television
997,6,film & video,252,0,14,63000,30,television
998,0,film & video,0,0,19,250000,37,television
999,1,film & video,100,0,27,1500,30,television
1000,16,film & video,1175,0,26,10000,30,television
1001,1,film & video,32,0,26,85000,30,television
1002,2,film & video,125,0,21,85000,45,television
1003,70,film & video,5380.55,1,22,5000,60,television
1004,66,film & video,1204,1,8,1168,30,television
1005,0,film & video,0,0,19,48932.66,42,television
1006,94,film & video,7300,1,17,6500,30,television
1007,0,film & video,0,0,18,2276.99,20,television
1008,1,film & video,25,0,25,100000,45,television
1009,0,film & video,0,0,16,10000,30,television
1010,3,film & video,41,0,20,6000,45,television
1011,14,film & video,1501,1,18,1500,30,television
1012,0,film & video,0,0,5,15000,20,television
1013,174,crafts,4226,1,23,5161.3,30,stationery
1014,57,crafts,2014,1,21,1000,30,stationery
1015,86,crafts,8410,1,16,6000,31,stationery
1016,78,crafts,5741.29,1,17,755.74,51,stationery
1017,46,crafts,1604.29,1,18,263.11,14,stationery
1018,80,crafts,2543,1,13,1800,45,stationery
1019,280,crafts,21429,1,18,1000,30,stationery
1020,24,crafts,857.29,1,16,149.6,19,stationery
1021,266,crafts,10117,1,18,2795.32,34,stationery
1022,40,crafts,731,1,24,329.64,14,stationery
1023,120,crafts,5426,1,12,5000,45,stationery
1024,2,crafts,13,0,20,1500,18,stationery
